n_document,type_document,date,famille,ligne,reference,designation,quantite,pu_achat,montant_ht,remise,marge
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-243,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,70.83,212.5,0.0,0.0
22-03-243,FACTURE,2022-03-29,Produits,Article,,CORBILLARD + CHAUFFEUR (HORS FORFAIT),1.0,215.0,159.09,0.0,-35.14
22-03-243,FACTURE,2022-03-29,Produits,Article,IR,INTERVENTION RELIGIEUSE,1.0,0.0,208.33,0.0,100.0
22-03-243,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-03-243,FACTURE,2022-03-29,Produits,Article,,CORBILLARD + CHAUFFEUR (HORS FORFAIT),1.0,215.0,175.0,0.0,-22.86
22-03-243,FACTURE,2022-03-29,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,1.0,0.0,50.0,0.0,100.0
22-03-243,FACTURE,2022-03-29,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,440.0,0.0,0.0
22-03-243,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-03-243,FACTURE,2022-03-29,Produits,Article,,CORBILLARD + CHAUFFEUR (HORS FORFAIT),1.0,215.0,175.0,0.0,-22.86
22-03-243,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-03-243,FACTURE,2022-03-29,Produits,Article,,CORBILLARD + CHAUFFEUR (HORS FORFAIT),1.0,215.0,175.0,0.0,-22.86
22-03-243,FACTURE,2022-03-29,Produits,Article,IR,INTERVENTION RELIGIEUSE,1.0,0.0,208.33,0.0,100.0
22-03-243,FACTURE,2022-03-29,Produits,Article,,EXHUMATION DU DEFUNT,1.0,0.0,220.0,0.0,100.0
22-03-243,FACTURE,2022-03-29,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,1.0,0.0,50.0,0.0,100.0
22-03-243,FACTURE,2022-03-29,Produits,Article,DRMC2M,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 2M,1.0,0.0,680.0,0.0,100.0
22-03-243,FACTURE,2022-03-29,Produits,Article,IR,INTERVENTION RELIGIEUSE,1.0,0.0,208.33,0.0,100.0
22-03-243,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-03-243,FACTURE,2022-03-29,Produits,Article,,CORBILLARD + CHAUFFEUR (HORS FORFAIT),1.0,215.0,175.0,0.0,-22.86
22-03-243,FACTURE,2022-03-29,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,1.0,0.0,50.0,0.0,100.0
22-03-243,FACTURE,2022-03-29,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,440.0,0.0,0.0
22-03-242,AVOIR,2022-03-24,Produits,Article,SUR1M5,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 1M50,-1.0,30.0,-30.0,0.0,0.0
22-03-242,AVOIR,2022-03-24,Produits,Article,DMRC1M50,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 1M50,-1.0,0.0,-620.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,-1.0,0.0,-50.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Services,Article,CR2M,CREUSEMENT 2M,-1.0,0.0,-420.0,0.0,0.0
22-03-242,AVOIR,2022-03-24,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,-1.0,0.0,-50.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Services,Article,CR2M,CREUSEMENT 2M,-1.0,0.0,-420.0,0.0,0.0
22-03-242,AVOIR,2022-03-24,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,-1.0,0.0,-50.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,DRMC2M,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 2M,-1.0,0.0,-650.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,CASSCH,CASSE CHAPPE CIMENT,-1.0,0.0,-200.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Services,Article,EX1,Exhumation 1 corps,-2.0,0.0,-460.0,0.0,0.0
22-03-242,AVOIR,2022-03-24,Produits,Article,C1M,CREUSEMENT ENFANT 1M,-2.0,0.0,-620.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,SUR1M5,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 1M50,-1.0,30.0,-30.0,0.0,0.0
22-03-242,AVOIR,2022-03-24,Services,Article,CR1M5,CREUSEMENT 1M50,-1.0,0.0,-350.0,0.0,0.0
22-03-242,AVOIR,2022-03-24,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,-1.0,0.0,-400.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,-1.0,0.0,-160.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,-1.0,0.0,-110.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,CAV2,CAVEAU 2 CASES,-1.0,0.0,-1580.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,-1.0,0.0,-400.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,-1.0,0.0,-160.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,-1.0,0.0,-110.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,SUPPF,SUPPLEMENT FERRAILLAGE,-1.0,0.0,-158.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,CAV2,CAVEAU 2 PLACES,-1.0,0.0,-1580.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,-1.0,0.0,-400.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,-1.0,0.0,-160.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,-1.0,0.0,-110.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,CAV1,CAVEAU  1 CASE,-1.0,0.0,-1140.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,-1.0,0.0,-400.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,-1.0,0.0,-160.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,-1.0,0.0,-110.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,CAV2,CAVEAU 2 CASES,-1.0,0.0,-1580.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,-1.0,0.0,-400.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,-1.0,0.0,-160.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,-1.0,0.0,-110.0,0.0,100.0
22-03-242,AVOIR,2022-03-24,Produits,Article,CAV3,CAVEAU 3 CASES,-1.0,0.0,-2080.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,SUR1M5,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 1M50,1.0,30.0,30.0,0.0,0.0
22-03-241,FACTURE,2022-03-22,Produits,Article,DMRC1M50,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 1M50,1.0,0.0,620.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,1.0,0.0,50.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,420.0,0.0,0.0
22-03-241,FACTURE,2022-03-22,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,1.0,0.0,50.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,420.0,0.0,0.0
22-03-241,FACTURE,2022-03-22,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,1.0,0.0,50.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,DRMC2M,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 2M,1.0,0.0,650.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,CASSCH,CASSE CHAPPE CIMENT,1.0,0.0,200.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Services,Article,EX1,Exhumation 1 corps,2.0,0.0,460.0,0.0,0.0
22-03-241,FACTURE,2022-03-22,Produits,Article,C1M,CREUSEMENT ENFANT 1M,2.0,0.0,620.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,SUR1M5,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 1M50,1.0,30.0,30.0,0.0,0.0
22-03-241,FACTURE,2022-03-22,Services,Article,CR1M5,CREUSEMENT 1M50,1.0,0.0,350.0,0.0,0.0
22-03-241,FACTURE,2022-03-22,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,1.0,0.0,400.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,1.0,0.0,160.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,1.0,0.0,110.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,CAV2,CAVEAU 2 CASES,1.0,0.0,1580.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,1.0,0.0,400.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,1.0,0.0,160.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,1.0,0.0,110.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,SUPPF,SUPPLEMENT FERRAILLAGE,1.0,0.0,158.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,CAV2,CAVEAU 2 PLACES,1.0,0.0,1580.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,1.0,0.0,400.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,1.0,0.0,160.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,1.0,0.0,110.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,CAV1,CAVEAU  1 CASE,1.0,0.0,1140.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,1.0,0.0,400.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,1.0,0.0,160.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,1.0,0.0,110.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,CAV2,CAVEAU 2 CASES,1.0,0.0,1580.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,1.0,0.0,400.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,1.0,0.0,160.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,1.0,0.0,110.0,0.0,100.0
22-03-241,FACTURE,2022-03-22,Produits,Article,CAV3,CAVEAU 3 CASES,1.0,0.0,2080.0,0.0,100.0
22-03-240,FACTURE,2022-03-18,Produits,Article,,AVOIR,1.0,0.0,-333.33,0.0,100.0
22-03-240,FACTURE,2022-03-18,Services,Article,SEM,POSE ET FOURNITURE SEMLLE,1.0,0.0,375.0,0.0,0.0
22-03-240,FACTURE,2022-03-18,Produits,Article,,TAMPONS DE FERMETURE,1.0,0.0,160.0,0.0,100.0
22-03-240,FACTURE,2022-03-18,Produits,Article,J5,JEUX DE 5 DALLES,1.0,0.0,99.0,0.0,100.0
22-03-240,FACTURE,2022-03-18,Produits,Article,CAV2,CAVEAU 2 PLACES,1.0,0.0,1580.0,0.0,100.0
22-03-239,FACTURE,2022-03-09,Produits,Article,VR,VENTE REMORQUE EN L'ETAT GE-622-RF  N° VN571000120020011,1.0,0.0,666.67,0.0,100.0
22-02-238,FACTURE,2022-02-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-02-238,FACTURE,2022-02-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-02-238,FACTURE,2022-02-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-02-238,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-238,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-238,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-238,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-238,FACTURE,2022-02-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-02-238,FACTURE,2022-02-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,105.0,0.0,0.0
22-02-238,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-238,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-238,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-238,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,PHF,PORTEUR (HORS FORFAIT),3.0,90.0,270.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-02-237,FACTURE,2022-02-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-02-236,FACTURE,2022-02-23,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-02-236,FACTURE,2022-02-23,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,175.0,175.0,0.0,0.0
22-02-236,FACTURE,2022-02-23,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-02-236,FACTURE,2022-02-23,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,175.0,175.0,0.0,0.0
22-02-236,FACTURE,2022-02-23,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,1.0,0.0,50.0,0.0,100.0
22-02-236,FACTURE,2022-02-23,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,440.0,0.0,0.0
22-02-236,FACTURE,2022-02-23,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,175.0,175.0,0.0,0.0
22-02-235,FACTURE,2022-02-22,Produits,Article,GS,GRAVURE SUPPLEMENTAIRE,37.0,0.0,370.0,0.0,100.0
22-02-235,FACTURE,2022-02-22,Produits,Article,P4,PROMO 4 TOMBALE ET STELE GRANIT TARN Réf : GO707932,1.0,0.0,1865.0,0.0,100.0
22-02-234,FACTURE,2022-02-22,Services,Article,REM,REMISE COMMERCIALE,1.0,0.0,-365.0,0.0,0.0
22-02-234,FACTURE,2022-02-22,Produits,Article,P4,PROMO 4 TOMBALE ET STELE GRANIT TARN Réf : GO707933,1.0,0.0,1865.0,0.0,100.0
22-02-233,FACTURE,2022-02-14,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,175.0,175.0,0.0,0.0
22-02-232,FACTURE,2022-02-14,Produits,Article,PORT,PORTEUR,1.0,85.0,85.0,0.0,0.0
22-02-232,FACTURE,2022-02-14,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,175.0,175.0,0.0,0.0
22-02-232,FACTURE,2022-02-14,Produits,Article,IR,INTERVENTION RELIGIEUSE,1.0,0.0,208.33,0.0,100.0
22-02-232,FACTURE,2022-02-14,Services,Article,EX1,Exhumation 1 corps,1.0,0.0,220.0,0.0,0.0
22-02-232,FACTURE,2022-02-14,Produits,Article,SUR1M5,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 1M50,1.0,30.0,30.0,0.0,0.0
22-02-232,FACTURE,2022-02-14,Produits,Article,DC1M50,Demontage monument et repose creusement 1M50,1.0,0.0,650.0,0.0,100.0
22-02-232,FACTURE,2022-02-14,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,175.0,175.0,0.0,0.0
22-02-232,FACTURE,2022-02-14,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-02-232,FACTURE,2022-02-14,Services,Article,OFC,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,1.0,0.0,440.0,0.0,0.0
22-02-231,FACTURE,2022-02-02,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-02-231,FACTURE,2022-02-02,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-01-230,FACTURE,2022-01-31,Produits,Article,DEMR,DEMARCHES ADMINISTRATIVES (AUTORISATION INHUMER/LAISSEZ PASSER PREF/CONSULAIRE),1.0,0.0,208.33,0.0,100.0
22-01-230,FACTURE,2022-01-31,Produits,Article,AFP,AVANCE FRAIS DE PEAGE,1.0,0.0,100.0,0.0,100.0
22-01-230,FACTURE,2022-01-31,Produits,Article,PEC,PRISE EN CHARGE,1.0,65.0,65.0,0.0,0.0
22-01-230,FACTURE,2022-01-31,Produits,Article,FR,FRAIS DE ROUTE,1200.0,0.7,840.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,PHF,PORTEUR (HORS FORFAIT),3.0,90.0,270.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,CC,CORBILLARD + CHAUFFEUR,1.0,205.0,205.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Produits,Article,,CORBILLARD + CHAUFFEUR (HORS FORFAIT),1.0,215.0,215.0,0.0,0.0
22-01-229,FACTURE,2022-01-31,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
