N°,Type,Date,Famille,Ligne,Référence,Désignation,Quantité,PU Achat,Montant HT,% Rem,% Marge
N° 22-03-245,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-245,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"3,00","90,00","270,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"3,00","90,00","270,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"2,00","90,00","180,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"3,00","90,00","270,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"3,00","90,00","270,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,MC,MAITRE DE CEREMONIE,"1,00","95,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-244,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-03-244,FACTURE,29/03/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","70,83","212,50","0,00","0,00"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,,CORBILLARD + CHAUFFEUR (HORS FORFAIT),"1,00","215,00","159,09","0,00","-35,14"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,IR,INTERVENTION RELIGIEUSE,"1,00","0,00","208,33","0,00","100,00"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,,CORBILLARD + CHAUFFEUR (HORS FORFAIT),"1,00","215,00","175,00","0,00","-22,86"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"1,00","0,00","50,00","0,00","100,00"
N° 22-03-243,FACTURE,29/03/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","440,00","0,00","0,00"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,,CORBILLARD + CHAUFFEUR (HORS FORFAIT),"1,00","215,00","175,00","0,00","-22,86"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,,CORBILLARD + CHAUFFEUR (HORS FORFAIT),"1,00","215,00","175,00","0,00","-22,86"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,IR,INTERVENTION RELIGIEUSE,"1,00","0,00","208,33","0,00","100,00"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,,EXHUMATION DU DEFUNT,"1,00","0,00","220,00","0,00","100,00"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"1,00","0,00","50,00","0,00","100,00"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,DRMC2M,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 2M,"1,00","0,00","680,00","0,00","100,00"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,IR,INTERVENTION RELIGIEUSE,"1,00","0,00","208,33","0,00","100,00"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,,CORBILLARD + CHAUFFEUR (HORS FORFAIT),"1,00","215,00","175,00","0,00","-22,86"
N° 22-03-243,FACTURE,29/03/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"1,00","0,00","50,00","0,00","100,00"
N° 22-03-243,FACTURE,29/03/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","440,00","0,00","0,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,SUR1M5,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 1M50,"-1,00","30,00","-30,00","0,00","0,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,DMRC1M50,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 1M50,"-1,00","0,00","-620,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"-1,00","0,00","-50,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Services,Article,CR2M,CREUSEMENT 2M,"-1,00","0,00","-420,00","0,00","0,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"-1,00","0,00","-50,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Services,Article,CR2M,CREUSEMENT 2M,"-1,00","0,00","-420,00","0,00","0,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"-1,00","0,00","-50,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,DRMC2M,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 2M,"-1,00","0,00","-650,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,CASSCH,CASSE CHAPPE CIMENT,"-1,00","0,00","-200,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Services,Article,EX1,Exhumation 1 corps,"-2,00","0,00","-460,00","0,00","0,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,C1M,CREUSEMENT ENFANT 1M,"-2,00","0,00","-620,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,SUR1M5,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 1M50,"-1,00","30,00","-30,00","0,00","0,00"
N° 22-03-242,AVOIR,24/03/2022,Services,Article,CR1M5,CREUSEMENT 1M50,"-1,00","0,00","-350,00","0,00","0,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"-1,00","0,00","-400,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,"-1,00","0,00","-160,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,"-1,00","0,00","-110,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,CAV2,CAVEAU 2 CASES,"-1,00","0,00","-1580,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"-1,00","0,00","-400,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,"-1,00","0,00","-160,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,"-1,00","0,00","-110,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,SUPPF,SUPPLEMENT FERRAILLAGE,"-1,00","0,00","-158,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,CAV2,CAVEAU 2 PLACES,"-1,00","0,00","-1580,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"-1,00","0,00","-400,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,"-1,00","0,00","-160,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,"-1,00","0,00","-110,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,CAV1,CAVEAU  1 CASE,"-1,00","0,00","-1140,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"-1,00","0,00","-400,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,"-1,00","0,00","-160,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,"-1,00","0,00","-110,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,CAV2,CAVEAU 2 CASES,"-1,00","0,00","-1580,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"-1,00","0,00","-400,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,"-1,00","0,00","-160,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,"-1,00","0,00","-110,00","0,00","100,00"
N° 22-03-242,AVOIR,24/03/2022,Produits,Article,CAV3,CAVEAU 3 CASES,"-1,00","0,00","-2080,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,SUR1M5,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 1M50,"1,00","30,00","30,00","0,00","0,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,DMRC1M50,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 1M50,"1,00","0,00","620,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"1,00","0,00","50,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","420,00","0,00","0,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"1,00","0,00","50,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","420,00","0,00","0,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"1,00","0,00","50,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,DRMC2M,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 2M,"1,00","0,00","650,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,CASSCH,CASSE CHAPPE CIMENT,"1,00","0,00","200,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Services,Article,EX1,Exhumation 1 corps,"2,00","0,00","460,00","0,00","0,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,C1M,CREUSEMENT ENFANT 1M,"2,00","0,00","620,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,SUR1M5,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 1M50,"1,00","30,00","30,00","0,00","0,00"
N° 22-03-241,FACTURE,22/03/2022,Services,Article,CR1M5,CREUSEMENT 1M50,"1,00","0,00","350,00","0,00","0,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","400,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,"1,00","0,00","160,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,"1,00","0,00","110,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,CAV2,CAVEAU 2 CASES,"1,00","0,00","1580,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","400,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,"1,00","0,00","160,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,"1,00","0,00","110,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,SUPPF,SUPPLEMENT FERRAILLAGE,"1,00","0,00","158,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,CAV2,CAVEAU 2 PLACES,"1,00","0,00","1580,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","400,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,"1,00","0,00","160,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,"1,00","0,00","110,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,CAV1,CAVEAU  1 CASE,"1,00","0,00","1140,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","400,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,"1,00","0,00","160,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,"1,00","0,00","110,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,CAV2,CAVEAU 2 CASES,"1,00","0,00","1580,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","400,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,"1,00","0,00","160,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,"1,00","0,00","110,00","0,00","100,00"
N° 22-03-241,FACTURE,22/03/2022,Produits,Article,CAV3,CAVEAU 3 CASES,"1,00","0,00","2080,00","0,00","100,00"
N° 22-03-240,FACTURE,18/03/2022,Produits,Article,,AVOIR,"1,00","0,00","-333,33","0,00","100,00"
N° 22-03-240,FACTURE,18/03/2022,Services,Article,SEM,POSE ET FOURNITURE SEMLLE,"1,00","0,00","375,00","0,00","0,00"
N° 22-03-240,FACTURE,18/03/2022,Produits,Article,,TAMPONS DE FERMETURE,"1,00","0,00","160,00","0,00","100,00"
N° 22-03-240,FACTURE,18/03/2022,Produits,Article,J5,JEUX DE 5 DALLES,"1,00","0,00","99,00","0,00","100,00"
N° 22-03-240,FACTURE,18/03/2022,Produits,Article,CAV2,CAVEAU 2 PLACES,"1,00","0,00","1580,00","0,00","100,00"
N° 22-03-239,FACTURE,09/03/2022,Produits,Article,VR,"VENTE REMORQUE EN L'ETAT
GE-622-RF 
N° VN571000120020011","1,00","0,00","666,67","0,00","100,00"
N° 22-02-238,FACTURE,28/02/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-02-238,FACTURE,28/02/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-02-238,FACTURE,28/02/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-02-238,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-238,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-238,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-238,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-238,FACTURE,28/02/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-02-238,FACTURE,28/02/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","105,00","0,00","0,00"
N° 22-02-238,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-238,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-238,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-238,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
